ttrip_id,expan_fac,expan_fac/10,av1,autodis,autotime,num_cars,parking_fare,congcharg,av2,av3,walktime,walkdis,av4,biketime,bikedis,av5,bus_transittime,bus_transitwalktime,bus_transitinvehtime,bus_transitnumtransfers,bus_fare,av6,rail_transittime,rail_transitwalktime,rail_transitinvehtime,rail_transitnumtransfers,rail_fare,av8,pnk_transittime,pnk_fare,pnk_transitnumtransfers,pnk_transitwalktime,expan_fac,avdis,avtime,avptdis,avpttime,avptwalkdis,avptWalkTime,avptInVehDis,avptInVehTime,avptNumSteps,avptTransitLineNames
90781710101,611.09,61.109,1,22799,3589,1,3.34,1,1,1,15379,20612,1,4348,22059,0,0,0,0,0,0,1,2743,823,1920,0,4.15,1,2743,4.15,0,823,611.09,3212,447,20554,1886,310,264,20244,1335,2,southeastern/141/
90800310201,267.25,26.725,1,28936,4058,1,3.04,1,1,1,18810,24979,1,5791,28668,0,0,0,0,0,0,1,3896,1530,1980,1,4.85,1,3896,4.85,1,1530,267.25,5514,805,24306,2223,520,486,23786,1380,2,southeastern/Jubilee/
90802610101,499.28,49.928,1,33382,4008,1,3.04,1,1,1,20845,27580,1,6237,30478,0,0,0,0,0,0,1,5088,1132,2820,2,4.85,1,5088,4.85,2,1132,499.28,4199,616,26656,2915,422,340,26234,1920,3,southeastern/Jubilee/23/
1.00422E+11,259.97,25.997,1,21412,2307,0,1.71,1,1,1,12865,17356,1,3622,18272,0,0,0,0,0,0,1,3206,1888,1320,0,4.15,1,3206,4.15,0,1888,259.97,9446,1113,20462,1787,1053,767,19409,1020,1,southeastern/
1.00423E+11,263.86,26.386,1,28041,3541,1,3.04,1,1,1,16647,22135,1,4716,23585,0,0,0,0,0,0,1,3853,1661,1680,1,4.15,1,3853,4.15,1,1661,263.86,9760,1149,24578,2404,792,669,23786,1380,2,southeastern/Jubilee/
1.00424E+11,324.15,32.415,1,26678,3317,1,3.34,1,1,1,15297,20325,1,4900,23798,0,0,0,0,0,0,1,3856,398,2733,2,4.15,1,3856,4.15,2,398,324.15,8197,1140,21875,2372,189,164,21686,1860,2,southeastern/521/
1.00442E+11,353.12,35.312,1,19302,1966,2,1.71,0,1,1,11460,15513,1,3134,16316,1,5408,1560,3628,1,1.3,1,3991,680,1953,2,2.7,1,4699.5,2,1.5,1120,353.12,8073,1117,23118,2585,844,549,22274,1260,2,southeastern/Southern/
1.0066E+11,556.05,55.605,1,30130,4425,1,3.04,1,1,1,20761,28232,1,6198,31748,0,0,0,0,0,0,1,4431,1190,2880,1,4.85,1,4431,4.85,1,1190,556.05,11332,1112,23071,2420,799,619,22272,1800,1,southeastern/
1.0066E+11,369.38,36.938,1,29294,4385,3,3.04,1,1,1,20510,27652,1,6518,32109,0,0,0,0,0,0,1,3963,557,2700,2,4.85,1,3963,4.85,2,557,369.38,11296,1132,24255,2161,469,424,23786,1380,2,southeastern/Jubilee/
1.00661E+11,513.51,51.351,1,25929,3547,2,1.52,1,1,1,18805,25503,1,5506,29129,0,0,0,0,0,0,1,4568,677,2700,2,4.85,1,4568,4.85,2,677,513.51,11577,1094,23941,2574,794,682,23147,1620,2,southeastern/South West Trains/
1.00663E+11,440.9,44.09,1,30655,4465,2,2.46,1,1,1,21273,28764,1,6679,33243,0,0,0,0,0,0,1,5554,815,4080,1,4.85,1,5554,4.85,1,815,440.9,12305,1251,21744,2343,216,193,21528,1800,2,southeastern/521/
1.00664E+11,508.28,50.828,1,25893,3563,1,1.52,0,1,1,18666,25419,1,5590,28892,0,0,0,0,0,0,1,4689,582,3207,2,2.95,1,4689,2.95,2,582,508.28,12008,1305,23594,2310,447,418,23147,1620,2,southeastern/South West Trains/
1.00681E+11,259.45,25.945,1,31267,4244,1,1.15,0,1,1,21454,28731,1,6327,32510,0,0,0,0,0,0,1,5376,1355,3540,1,2.95,1,5376,2.95,1,1355,259.45,2485,398,30576,4001,743,598,29833,3000,2,southeastern/District/
1.0069E+11,763.02,76.302,1,19243,2981,2,1.71,1,1,1,13503,18187,1,3912,20455,0,0,0,0,0,0,1,2847,1345,1500,0,4.15,1,2847,4.15,0,1345,763.02,7251,890,21925,2075,874,693,21051,1380,1,southeastern/
1.0069E+11,639.72,63.972,1,25305,3794,2,3.04,0,1,1,15327,20526,1,4136,21383,0,0,0,0,0,0,1,2714,475,1886,1,4.15,1,2714,4.15,1,475,639.72,7251,890,24165,2475,104,75,24061,2400,1,southeastern/
1.00691E+11,814.76,81.476,1,27309,3106,1,2.46,1,1,1,16961,22531,1,5255,25606,0,0,0,0,0,0,1,3917,417,2829,2,4.15,1,3917,4.15,2,417,814.76,6367,751,22544,2627,176,150,22368,2130,2,southeastern/521/
1.0071E+11,243.98,24.398,1,26447,4152,1,3.34,1,1,1,17932,24022,1,5225,25926,0,0,0,0,0,0,1,3300,1186,2100,0,4.85,1,3300,4.85,0,1186,243.98,1080,249,21057,2178,346,286,20711,1530,2,southeastern/521/
1.00712E+11,469.37,46.937,1,32691,4000,1,3.04,1,1,1,20298,27028,1,6409,31616,0,0,0,0,0,0,1,3803,1535,1860,1,4.85,1,3803,4.85,1,1535,469.37,1386,262,24820,3031,1016,790,23804,1980,2,southeastern/Northern/
1.00714E+11,212.99,21.299,1,32103,3962,1,2.46,0,1,1,21148,28224,1,6363,31425,0,0,0,0,0,0,1,4117,1723,1920,1,2.95,1,4117,2.95,1,1723,212.99,1332,248,26593,3208,870,495,25723,1948,3,southeastern/Northern/390/
1.0076E+11,619.57,61.957,1,21104,2502,2,3.34,1,1,1,13452,18093,1,3743,18965,0,0,0,0,0,0,1,3105,1510,1140,1,3.35,1,3105,3.35,1,1510,619.57,8565,1079,21170,2223,430,353,20740,1590,2,southeastern/141/
1.00761E+11,367.3,36.73,1,18851,2443,1,0.84,1,1,1,13407,18064,1,3894,19065,0,0,0,0,0,0,1,3540,630,1992,2,4.15,1,3540,4.15,2,630,367.3,7834,916,21968,2172,934,564,21034,1200,2,southeastern/Northern/
1.00761E+11,330.58,33.058,1,25011,3985,1,2.46,0,1,1,16443,21857,1,5014,24424,0,0,0,0,0,0,1,4018,389,2712,2,2.7,1,4018,2.7,2,389,330.58,7834,916,27482,2686,567,348,26915,1920,2,southeastern/Northern/
1.00802E+11,483.25,48.325,1,31653,3723,0,3.04,1,1,1,19969,26594,1,6102,30500,0,0,0,0,0,0,1,3428,540,2170,2,4.85,1,3428,4.85,2,540,483.25,3200,480,24388,2282,602,546,23786,1380,2,southeastern/Jubilee/
1.00802E+11,420.39,42.039,1,30355,3442,1,3.04,1,1,1,19113,25429,1,5891,29146,0,0,0,0,0,0,1,3568,1436,1740,1,4.85,1,3568,4.85,1,1436,420.39,2309,398,23223,2550,951,750,22272,1800,1,southeastern/
1.00802E+11,638.23,63.823,1,24196,2321,1,1.24,0,1,1,15805,21318,1,4705,22953,0,0,0,0,0,0,1,4810,1569,2820,1,2.95,1,4810,2.95,1,1569,638.23,5290,650,21583,2878,1059,903,20524,1470,2,southeastern/RV1/
1.00811E+11,640.69,64.069,1,27405,3292,1,3.04,1,1,1,17006,22703,1,5085,25437,0,0,0,0,0,0,1,3608,797,2209,1,4.85,1,3608,4.85,1,797,640.69,4646,611,22884,2284,612,484,22272,1800,1,southeastern/
1.1042E+11,308.86,30.886,1,21450,3322,2,3.34,1,1,1,14044,18685,1,4303,21344,0,0,0,0,0,0,1,4177,1567,2240,1,4.15,1,4177,4.15,1,1567,308.86,10035,1225,23865,2837,170,148,23695,2416,2,southeastern/15/
1.1065E+11,602.94,60.294,1,22268,3429,0,3.04,1,1,1,14092,18723,1,4020,20560,0,0,0,0,0,0,1,2565,754,1440,1,4.15,1,2565,4.15,1,754,602.94,6352,771,24612,2824,551,424,24061,2400,1,southeastern/
1.1066E+11,462.92,46.292,1,28759,3842,1,1.71,1,1,1,19599,26747,1,5767,29848,0,0,0,0,0,0,1,4320,1565,2400,1,4.85,1,4320,4.85,1,1565,462.92,12349,1269,20448,1785,1039,765,19409,1020,1,southeastern/
1.10661E+11,301.42,30.142,1,28234,3876,2,1.24,0,1,1,19250,26204,1,5869,29408,0,0,0,0,0,0,1,4415,1534,2525,1,4.85,1,4415,4.85,1,1534,301.42,12135,1143,20997,2219,1588,1199,19409,1020,1,southeastern/
1.10662E+11,442.47,44.247,1,29842,4337,4,3.34,1,1,1,21074,28406,1,6057,31658,0,0,0,0,0,0,1,4248,791,2820,2,4.85,1,4248,4.85,2,791,442.47,11945,1235,21058,2180,561,452,20497,1440,2,southeastern/141/
1.10663E+11,378.81,37.881,1,28808,3893,1,3.04,1,1,1,20170,27580,1,5872,30913,0,0,0,0,0,0,1,4756,1363,2640,2,4.85,1,4756,4.85,2,1363,378.81,12293,1188,23161,2367,934,752,22227,1260,2,southeastern/Jubilee/
1.10672E+11,406.68,40.668,1,26266,4305,1,3.04,1,1,1,18179,24090,1,5359,26416,0,0,0,0,0,0,1,3754,671,2376,2,4.15,1,3754,4.15,2,671,406.68,4057,546,27473,2649,778,618,26695,1680,2,southeastern/Jubilee/
1.10681E+11,604.93,60.493,1,45460,3245,1,3.34,1,1,1,19177,25724,1,5711,27986,0,0,0,0,0,0,1,3752,1954,1530,1,4.85,1,3752,4.85,1,1954,604.93,2409,398,21896,2174,862,559,21034,1200,2,southeastern/Northern/
1.1071E+11,420.31,42.031,1,24747,3116,1,1.71,1,1,1,16093,21806,1,4633,23835,0,0,0,0,0,0,1,2347,1404,960,0,4.85,1,2347,4.85,0,1404,420.31,934,199,20351,1711,942,690,19409,1020,1,southeastern/
1.10732E+11,634.61,63.461,1,17736,2654,2,1.71,0,1,1,12368,16796,1,3542,18897,0,0,0,0,0,0,1,3714,974,2496,1,2.7,1,3714,2.7,1,974,634.61,6391,784,21450,2527,705,618,20745,1640,2,southeastern/21/
1.10732E+11,603.3,60.33,1,25299,4009,2,3.04,0,1,1,16945,22501,1,5274,26114,0,0,0,0,0,0,1,3937,781,2880,1,4.15,1,3937,4.15,1,781,603.3,6391,784,24891,2838,563,474,24328,2100,2,southeastern/Northern/
1.1078E+11,353.13,35.313,1,25308,3011,2,3.34,1,1,1,14001,18716,1,4048,19917,0,0,0,0,0,0,1,2976,1234,1740,0,4.15,1,2976,4.15,0,1234,353.13,6240,790,20162,1673,753,653,19409,1020,1,southeastern/
1.10781E+11,345.95,34.595,1,20590,3599,1,3.34,1,1,1,14769,19624,1,4602,22784,0,0,0,0,0,0,1,3436,1096,2340,0,4.15,1,3436,4.15,0,1096,345.95,5723,735,22036,2494,350,287,21686,1860,2,southeastern/521/
1.10781E+11,405.98,40.598,1,26095,2963,0,1.71,1,1,1,15125,20322,1,4635,23462,0,0,0,0,0,0,1,2844,1163,1680,0,4.15,1,2844,4.15,0,1163,405.98,3603,488,20954,2128,239,212,20715,1680,2,southeastern/381/
1.10802E+11,438.62,43.862,1,30542,3331,1,1.98,0,1,1,19499,25868,1,6083,29231,0,0,0,0,0,0,1,3312,722,1872,2,4.85,1,3312,4.85,2,722,438.62,2705,566,24038,2399,640,488,23398,1500,2,southeastern/Northern/
1.20421E+11,375.68,37.568,1,24080,2499,2,0.84,1,1,1,14683,19614,1,4245,20648,0,0,0,0,0,0,1,3688,1019,2401,1,4.15,1,3688,4.15,1,1019,375.68,10021,1242,21432,2603,157,147,21275,1903,2,southeastern/149/
1.20442E+11,407.74,40.774,1,24295,3023,1,3.04,1,1,1,15627,20658,1,4415,22400,0,0,0,0,0,0,1,3185,1101,2040,0,4.15,1,3185,4.15,0,1101,407.74,10111,1337,22622,2080,350,280,22272,1800,1,southeastern/
1.2065E+11,521.17,52.117,1,28018,3635,0,2.46,1,1,1,15189,20235,1,4746,23090,0,0,0,0,0,0,1,3601,1950,1260,1,4.15,1,3601,4.15,1,1950,521.17,6542,799,24207,2562,403,321,23804,1980,2,southeastern/Northern/
1.20651E+11,370.87,37.087,1,25233,2972,2,3.04,1,1,1,15064,20004,1,4560,22502,0,0,0,0,0,0,1,2803,1064,1740,0,4.15,1,2803,4.15,0,1064,370.87,6459,849,23087,2434,815,633,22272,1800,1,southeastern/
1.20651E+11,303.03,30.303,1,22467,2688,1,3.34,1,1,1,13926,18458,1,4032,19333,0,0,0,0,0,0,1,3419,1079,2340,0,4.15,1,3419,4.15,0,1079,303.03,8322,998,21032,2142,113,101,20919,1680,2,southeastern/521/
1.2067E+11,319.38,31.938,1,23809,3398,1,1.52,0,1,1,14243,19122,1,3903,20973,0,0,0,0,0,0,1,3786,627,2434,2,2.7,1,3786,2.7,2,627,319.38,4398,605,23824,2402,1023,660,22801,1440,2,southeastern/Northern/
1.20681E+11,358.73,35.873,1,43604,2683,1,1.24,1,1,1,16986,22963,1,5035,24105,0,0,0,0,0,0,1,3213,2191,1020,0,4.85,1,3213,4.85,0,2191,358.73,1591,289,20328,2245,471,426,19857,1410,2,southeastern/RB1/
1.20681E+11,403.52,40.352,1,43604,2683,1,1.24,1,1,1,16986,22963,1,5035,24105,0,0,0,0,0,0,1,3213,2191,1020,0,4.85,1,3213,4.85,0,2191,403.52,1591,289,20328,2245,471,426,19857,1410,2,southeastern/RB1/
1.20681E+11,299.7,29.97,1,43604,2683,1,1.24,1,1,1,16986,22963,1,5035,24105,0,0,0,0,0,0,1,3213,2191,1020,0,4.85,1,3213,4.85,0,2191,299.7,1591,289,20328,2245,471,426,19857,1410,2,southeastern/RB1/
1.20681E+11,299.7,29.97,1,43604,2683,1,1.24,1,1,1,16986,22963,1,5035,24105,0,0,0,0,0,0,1,3213,2191,1020,0,4.85,1,3213,4.85,0,2191,299.7,1591,289,20328,2245,471,426,19857,1410,2,southeastern/RB1/
1.20682E+11,351.31,35.131,1,29495,3205,2,3.34,1,1,1,18292,24509,1,5420,26479,0,0,0,0,0,0,1,3446,1440,1510,1,4.85,1,3446,4.85,1,1440,351.31,1915,365,21028,2347,324,286,20704,1520,2,southeastern/47/
1.20682E+11,381.25,38.125,1,45132,3157,1,3.34,1,1,1,18811,25197,1,5291,26325,0,0,0,0,0,0,1,3547,1110,1980,1,4.85,1,3547,4.85,1,1110,381.25,3294,518,20846,1991,106,95,20740,1590,2,southeastern/141/
1.20682E+11,338.94,33.894,1,46627,3245,1,3.34,1,1,1,18332,24463,1,5252,25891,0,0,0,0,0,0,1,3767,429,3060,1,4.85,1,3767,4.85,1,429,338.94,3160,491,20803,2500,174,159,20629,2340,1,southeastern/
1.20683E+11,338.94,33.894,1,49395,4019,1,2.46,1,1,1,20757,27722,1,6211,30597,0,0,0,0,0,0,1,3956,938,2760,1,4.85,1,3956,4.85,1,938,338.94,3805,558,24598,2606,270,240,24328,2100,2,southeastern/Northern/
1.2069E+11,546.42,54.642,1,19222,2636,2,1.71,1,1,1,12741,17305,1,3603,18440,1,6097,602,4933,1,1.3,1,3400,2187,1200,0,4.15,1,4748.5,2.725,0.5,1394,546.42,6522,802,20475,1801,1066,781,19409,1020,1,southeastern/
1.20712E+11,548.04,54.804,1,27447,3307,1,1.98,1,1,1,17455,23387,1,4976,24966,0,0,0,0,0,0,1,3713,1367,1800,1,4.85,1,3713,4.85,1,1367,548.04,1314,262,22212,2252,542,347,21670,1260,3,southeastern/Northern/Circle/
1.2076E+11,213.51,21.351,1,20539,2204,2,3.34,1,1,1,12842,17324,1,3626,18311,0,0,0,0,0,0,1,2884,1806,1080,0,3.35,1,2884,3.35,0,1806,213.51,8564,1080,20158,1658,749,637,19409,1020,1,southeastern/
1.20781E+11,465.89,46.589,1,24109,2832,2,0.84,1,1,1,14675,19622,1,4379,21604,0,0,0,0,0,0,1,3396,1567,1380,1,4.15,1,3396,4.15,1,1567,465.89,4918,613,21640,1954,606,346,21034,1200,2,southeastern/Northern/
1.20781E+11,358.16,35.816,1,27970,3244,2,3.04,1,1,1,16623,22228,1,4864,25152,0,0,0,0,0,0,1,3098,1173,1920,0,4.15,1,3098,4.15,0,1173,358.16,3126,445,23067,2385,795,585,22272,1800,1,southeastern/
1.20802E+11,277.12,27.712,1,30840,4157,1,1.15,0,1,1,19838,26709,1,5851,29728,0,0,0,0,0,0,1,4406,1088,2592,2,4.85,1,4406,4.85,2,1088,277.12,2785,446,27631,3338,863,663,26768,2400,2,southeastern/District/
1.20811E+11,1148.03,114.803,1,31530,4057,2,3.04,0,1,1,19988,26638,1,5937,28474,0,0,0,0,0,0,1,4022,1266,2408,1,4.15,1,4022,4.15,1,1266,1148.03,5233,672,28786,2998,413,341,28373,1980,3,southeastern/Jubilee/Circle/
1.20812E+11,505.86,50.586,1,22013,2487,1,1.24,1,1,1,16522,22115,1,5036,23788,0,0,0,0,0,0,1,5261,1660,3000,1,4.85,1,5261,4.85,1,1660,505.86,5579,794,21483,2730,469,369,21014,1800,2,southeastern/149/
1.20812E+11,793.08,79.308,1,24594,3483,1,1.52,1,1,1,16968,22720,1,5179,26154,0,0,0,0,0,0,1,3738,835,2100,1,4.85,1,3738,4.85,1,835,793.08,5372,776,21350,1660,299,279,21051,1380,1,southeastern/
1.30652E+11,645.32,64.532,1,22038,3732,4,2.46,1,1,1,15804,21184,1,4754,24190,0,0,0,0,0,0,1,3738,308,3096,1,4.15,1,3738,4.15,1,308,645.32,4792,627,22107,2611,579,466,21528,1800,2,southeastern/521/
1.3066E+11,410.26,41.026,1,32127,4897,2,3.04,1,1,1,23127,31176,1,7253,35434,0,0,0,0,0,0,1,5229,1311,3209,2,4.85,1,5229,4.85,2,1311,410.26,12697,1329,27177,2412,482,403,26695,1680,2,southeastern/Jubilee/
1.3067E+11,501.86,50.186,1,27461,3968,0,1.15,0,1,1,17241,22912,1,4922,25100,0,0,0,0,0,0,1,4298,1246,2677,1,4.15,1,4298,4.15,1,1246,501.86,4022,552,25524,2708,196,223,25328,1882,3,southeastern/Jubilee/14/
1.3068E+11,459.98,45.998,1,42834,3290,5,1.71,1,1,1,19341,26129,1,5363,28560,0,0,0,0,0,0,1,4856,1991,2559,1,4.85,1,4856,4.85,1,1991,459.98,6041,625,22610,2432,621,483,21989,1648,2,southeastern/59/
1.30681E+11,447.83,44.783,1,49773,4040,1,3.04,1,1,1,19919,26515,1,5952,29401,0,0,0,0,0,0,1,3323,349,2297,2,4.85,1,3323,4.85,2,349,447.83,2573,421,24082,2616,281,257,23801,2040,2,southeastern/Bakerloo/
1.30682E+11,407.59,40.759,1,46877,3421,1,3.34,1,1,1,18867,25224,1,5729,28230,0,0,0,0,0,0,1,3851,639,2394,2,4.85,1,3851,4.85,2,639,407.59,2450,405,23933,2890,238,201,23695,2416,2,southeastern/15/
1.30682E+11,399.03,39.903,1,49189,3861,1,3.04,1,1,1,19801,26408,1,5935,29561,0,0,0,0,0,0,1,3682,846,2122,2,4.85,1,3682,4.85,2,846,399.03,2450,405,23432,2702,589,442,22843,1920,2,southeastern/Bakerloo/
1.30692E+11,287.39,28.739,1,28141,3262,0,3.04,1,1,1,16684,22250,1,4906,24815,0,0,0,0,0,0,1,4138,1079,2718,1,4.15,1,4138,4.15,1,1079,287.39,5929,763,23046,2401,774,601,22272,1800,1,southeastern/
1.30693E+11,308.47,30.847,1,20988,2437,1,3.34,1,1,1,13530,18139,1,3920,18937,0,0,0,0,0,0,1,2994,898,1800,1,4.15,1,2994,4.15,1,898,308.47,7064,920,21089,2357,361,342,20728,1500,2,southeastern/35/
1.30693E+11,423.91,42.391,1,27119,3511,1,2.46,0,1,1,17424,23160,1,5423,26090,0,0,0,0,0,0,1,3742,1072,2220,1,2.7,1,3742,2.7,1,1072,423.91,7064,920,28020,3084,1105,765,26915,1920,2,southeastern/Northern/
1.30712E+11,554.69,55.469,1,28175,3276,1,1.98,1,1,1,18863,25343,1,5592,26874,0,0,0,0,0,0,1,2903,1126,1320,1,4.85,1,2903,4.85,1,1126,554.69,1429,288,22176,1924,382,191,21794,1320,2,southeastern/Northern/
1.40662E+11,559.96,55.996,1,28153,4198,1,3.34,1,1,1,19313,26186,1,5848,29588,0,0,0,0,0,0,1,4950,865,3408,1,4.85,1,4950,4.85,1,865,559.96,9135,924,21824,2333,138,126,21686,1860,2,southeastern/521/
1.40672E+11,451.28,45.128,1,26037,3799,1,3.04,0,1,1,15493,20503,1,4543,22629,0,0,0,0,0,0,1,3129,1366,1440,1,4.15,1,3129,4.15,1,1366,451.28,6182,765,24847,2458,256,187,24591,1500,3,southeastern/Jubilee/Piccadilly/
1.40673E+11,356.29,35.629,1,25458,4077,2,3.04,0,1,1,17854,23801,1,5153,26018,0,0,0,0,0,0,1,3850,939,2200,2,4.85,1,3850,4.85,2,939,356.29,2531,373,24865,2471,274,200,24591,1500,3,southeastern/Jubilee/Piccadilly/
1.40681E+11,625.65,62.565,1,33478,4121,1,3.04,1,1,1,21379,28498,1,6648,32574,0,0,0,0,0,0,1,4035,682,2560,2,4.85,1,4035,4.85,2,682,625.65,2977,490,25248,2961,495,475,24753,2160,2,southeastern/Bakerloo/
1.40681E+11,613.42,61.342,1,45231,3173,1,3.34,1,1,1,18829,25296,1,5620,28242,0,0,0,0,0,0,1,4048,1309,2220,1,4.85,1,4048,4.85,1,1309,613.42,2198,359,21111,2240,400,348,20711,1530,2,southeastern/521/
1.40682E+11,588.52,58.852,1,30232,3353,3,3.34,1,1,1,18308,24497,1,5325,26174,0,0,0,0,0,0,1,3842,1737,2100,0,4.85,1,3842,4.85,0,1737,588.52,2031,384,20570,1800,73,73,20497,1440,2,southeastern/141/
1.40692E+11,613.49,61.349,1,19559,3106,0,1.52,1,1,1,13480,18158,1,3972,20211,0,0,0,0,0,0,1,2351,851,1500,0,4.15,1,2351,4.15,0,851,613.49,7295,901,21454,1717,403,336,21051,1380,1,southeastern/
1.40761E+11,356.81,35.681,1,19546,3249,1,3.04,0,1,1,14082,18898,1,3726,19359,0,0,0,0,0,0,1,3513,658,2540,1,3.35,1,3513,3.35,1,658,356.81,8156,1051,24520,2745,459,345,24061,2400,1,southeastern/
1.40782E+11,428.89,42.889,1,27340,3285,2,3.34,1,1,1,16848,22478,1,5143,25750,0,0,0,0,0,0,1,4155,1214,2460,1,4.15,1,4155,4.15,1,1214,428.89,2496,356,21954,2431,268,224,21686,1860,2,southeastern/521/
1.40782E+11,405.34,40.534,1,26761,3068,1,3.04,1,1,1,16565,22162,1,4971,25124,0,0,0,0,0,0,1,2768,858,1920,0,4.15,1,2768,4.15,0,858,405.34,3699,474,22405,1895,133,95,22272,1800,1,southeastern/
1.40782E+11,428.89,42.889,1,25271,3354,1,1.98,1,1,1,16628,22208,1,5065,25366,0,0,0,0,0,0,1,3890,786,2790,1,4.15,1,3890,4.15,1,786,428.89,4109,570,24377,3102,340,288,24037,2442,2,southeastern/243/
1.40782E+11,461.59,46.159,1,23290,3476,1,1.71,1,1,1,14911,20100,1,4154,21399,0,0,0,0,0,0,1,2482,1104,1380,0,4.15,1,2482,4.15,0,1104,461.59,3849,533,19767,1278,358,258,19409,1020,1,southeastern/
1.40782E+11,626.65,62.665,1,28534,3289,2,3.04,1,1,1,17303,23177,1,5069,25948,0,0,0,0,0,0,1,2670,505,1920,1,4.85,1,2670,4.85,1,505,626.65,1681,274,22750,2170,478,370,22272,1800,1,southeastern/
1.40813E+11,360.98,36.098,1,24396,2811,2,1.71,1,1,1,14973,20131,1,4205,21409,0,0,0,0,0,0,1,2696,502,1597,1,4.15,1,2696,4.15,1,502,360.98,3779,517,19775,1287,366,266,19409,1020,1,southeastern/
